archieve_ident,title,classification,platform
13.415,Satellite SAR floe size (ASCII),Satellite,"Satellite, RADARSAT"
13.416,Satellite SAR floe size (GIF),Satellite,"Satellite, RADARSAT"
13.417,Satellite RADARSAT SAR Imagery,Satellite,"Satellite, RADARSAT"
13.418,Satellite RADARSAT SAR Sea Ice Motion,Satellite,"Satellite, RADARSAT"
13.419,Satellite RADARSAT SAR Sea Ice Deformation,Satellite,"Satellite, RADARSAT"
13.809,Satellite EASE gridded SSM/I-derived ice concentrations,Satellite,
13.810,Satellite EASE gridded remotely-sensed ice motion fields,Satellite,
13.830,Radarsat Quick Look Imagery,Satellite,
13.831,Satellite AVHRR Overpass data (Terascan Format),Satellite,
209.027,NTU Ocean Products Imagery,Satellite,
209.096,NRL Tropical Storm Satellite KML Data,Satellite,
220.009,CIMSS MIMIC (Morphed Integrated Microwave Imagery at CIMSS) Satellite Imagery,Satellite,
220.047,"COCOnet GPS receiver observational, navigation, and meteorological data (RINEX format)",Satellite,COCONet GPS Network
248.033,North Pacific Surface Analysis Imagery,Satellite,"Satellite, OPC"
248.061,Volcanic Ash Advisory Center - Darwin Ash Advisory,Satellite,Volcanic Ash Advisory Center
248.062,Volcanic Ash Advisory Center - Darwin Ash Graphic,Satellite,Volcanic Ash Advisory Center
248.063,Volcanic Ash Advisory Center - Tokyo Ash Advisory,Satellite,Volcanic Ash Advisory Center
248.064,Volcanic Ash Advisory Center - Wellington Ash Advisory,Satellite,Volcanic Ash Advisory Center
248.065,Volcanic Ash Advisory Center - Wellington Ash Graphic,Satellite,Volcanic Ash Advisory Center
249.034,North Pacific Surface Analysis Imagery,Satellite,"Satellite, OPC"
249.070,Volcanic Ash Advisory Center - Darwin Ash Graphic,Satellite,Volcanic Ash Advisory Center
255.004,"Permanent open surface water areas in Nenets Autonomous Okrug, Russian Federation",Satellite,"Satellite, NASA/EOS Aqua"
255.032,Detection of change in surface water areas and in their geographic distribution on St. Lawrence Island,Satellite,"Satellite, NASA/EOS Terra"
347.019,CMORPH 3-Hourly Precipitation Data,Satellite,"Satellite, TRMM"
347.020,CMORPH Daily Precipitation Data,Satellite,"Satellite, TRMM"
347.057,CPC QMORPH 30 Minute Precipitation Imagery,Satellite,"Satellite, TRMM"
347.063,AVISO Satellite Altimetry Imagery,Satellite,"Satellite, Jason"
347.064,CIMSS MIMIC TPW Satellite Imagery,Satellite,"Satellite, TRMM"
347.100,CMORPH Daily Precipitation Imagery,Satellite,"Satellite, TRMM"
352.024,SSMI MIMIC-TPW (Morphed Integrated Microwave Imagery at CIMSS - Total Precipitable Water) Global Satellite Imagery,Satellite,
353.011,GOES-East Imager Data (AREA format) CH1 Visible,Satellite,"Satellite, GOES-13"
353.012,GOES-East Imager Data (AREA format) CH2 Near IR,Satellite,"Satellite, GOES-13"
353.013,GOES-East Imager Data (AREA format) CH3 Water Vapor,Satellite,"Satellite, GOES-13"
353.014,GOES-East Imager Data (AREA format) CH4 Thermal IR,Satellite,"Satellite, GOES-13"
353.015,GOES-East Imager Data (AREA format) CH6 13.3 Micron Channel,Satellite,"Satellite, GOES-13"
353.016,GOES-West Imager Data (AREA format) CH6 13.3 Micron Channel,Satellite,"Satellite, GOES-15"
353.017,GOES-West Imager Data (AREA format) CH1 Visible,Satellite,"Satellite, GOES-15"
353.018,GOES-West Imager Data (AREA format) CH2 Near IR,Satellite,"Satellite, GOES-15"
353.019,GOES-West Imager Data (AREA format) CH3 Water Vapor,Satellite,"Satellite, GOES-15"
353.020,GOES-West Imager Data (AREA format) CH4 Thermal IR,Satellite,"Satellite, GOES-15"
353.029,GOME-2 NO2 Satellite Imagery,Satellite,"Satellite, MetOp-A"
353.030,OMI Lno2/No2 Column Amount and No2 Trophospheric Column Satellite Imagery,Satellite,"Satellite, NASA/EOS Aura"
353.031,GOES-13 1km Channel 1 Visible Satellite Imagery - Alabama,Satellite,"Satellite, GOES-13"
353.032,GOES-13 1km Channel 1 Visible Satellite Imagery - Colorado,Satellite,"Satellite, GOES-13"
353.033,"ACRESP IASI CO Total Column Effective VMR - Continental USA,  Eastern Pacific and North America Satellite Imagery",Satellite,"Satellite, MetOp-A"
353.034,GOES-13 1km Channel 1 Visible Satellite Imagery - Oklahoma,Satellite,"Satellite, GOES-13"
353.035,GOES-13 4km Channel 1 Visible Satellite Imagery,Satellite,"Satellite, GOES-13"
353.036,GOES-13 4km Channel 2 Near-IR Satellite Imagery,Satellite,"Satellite, GOES-13"
353.037,GOES-13 4km Channel 3 Water Vapor Satellite Imagery,Satellite,"Satellite, GOES-13"
353.038,GOES-13 4km Channel 4 Thermal-IR Satellite Imagery,Satellite,"Satellite, GOES-13"
353.039,GOES-13 4km Channel 6 12 Micron-IR Satellite Imagery,Satellite,"Satellite, GOES-13"
353.041,GOES-13 PATMOS-x Brightness Temperature 6.7 Micron and Water Vapor Satellite Imagery,Satellite,"Satellite, GOES-13"
353.042,GOES-13 PATMOS-x Cloud Effective Radius Satellite Imagery,Satellite,"Satellite, GOES-13"
353.043,GOES-13 PATMOS-x Cloud Emissivity Satellite Imagery,Satellite,"Satellite, GOES-13"
353.044,GOES-13 PATMOS-x Cloud Optical Thickness Satellite Imagery ,Satellite,"Satellite, GOES-13"
353.045,GOES-13 PATMOS-x Cloud Top Height Satellite Imagery,Satellite,"Satellite, GOES-13"
353.046,GOES-13 PATMOS-x Cloud Top Pressure Satellite Imagery,Satellite,"Satellite, GOES-13"
353.047,GOES-13 PATMOS-x Cloud Top Temperature Satellite Imagery,Satellite,"Satellite, GOES-13"
353.048,GOES-13 PATMOS-x Cloud Type Satellite Imagery,Satellite,"Satellite, GOES-13"
353.049,GOES-13 PATMOS-x Cloud Water Path Satellite Imagery,Satellite,"Satellite, GOES-13"
353.050,GOES-13 PATMOS-x Visible Albedo 600nm Satellite Imagery,Satellite,"Satellite, GOES-13"
353.051,GOES-13 PATMOS-x Brightness Temperature 11 Micron Satellite Imagery,Satellite,"Satellite, GOES-13"
56.902,Spatial Characteristics of AVHRR-NDVI,Satellite,"Satellite, NOAA AVHRR Imagery"
62.075,HLY-02-01 Satellite DMSP and HRPT Overpass Data,Satellite,
62.079,"HLY-02-01 Satellite, DMSP OLS Visible Imagery",Satellite,"Satellite, DMSP"
62.080,"HLY-02-01 Satellite, DMSP OLS 1 KM Visible Imagery",Satellite,"Satellite, DMSP"
62.081,"HLY-02-01 Satellite, DMSP OLS Infrared Imagery",Satellite,"Satellite, DMSP"
62.082,"HLY-02-01 Satellite, AVHRR 1KM Channel 1 Imagery",Satellite,"Satellite, NOAA AVHRR Imagery"
62.083,"HLY-02-01 Satellite, AVHRR 1KM Channel 2 Imagery",Satellite,"Satellite, NOAA AVHRR Imagery"
62.084,"HLY-02-01 Satellite, AVHRR 1KM Channel 5 Imagery",Satellite,"Satellite, NOAA AVHRR Imagery"
62.085,"HLY-02-01 Satellite, AVHRR Channel 1 Imagery",Satellite,"Satellite, NOAA AVHRR Imagery"
62.086,"HLY-02-01 Satellite, AVHRR Channel 2 Imagery",Satellite,"Satellite, NOAA AVHRR Imagery"
62.087,"HLY-02-01 Satellite, AVHRR Channel 5 Imagery",Satellite,"Satellite, NOAA AVHRR Imagery"
62.095,"HLY-02-03 Satellite, DMSP OLS 0.5KM Visible Imagery",Satellite,"Satellite, DMSP"
62.096,"HLY-02-03 Satellite, DMSP OLS 1KM Visible Imagery",Satellite,"Satellite, DMSP"
62.097,"HLY-02-03 Satellite, DMSP OLS Visible Imagery",Satellite,"Satellite, DMSP"
62.098,"HLY-02-03 Satellite, DMSP OLS Infrared Imagery",Satellite,"Satellite, DMSP"
62.099,"HLY-02-03 Satellite, AVHRR 1KM Channel 1 Imagery",Satellite,"Satellite, NOAA AVHRR Imagery"
62.100,"HLY-02-03 Satellite, AVHRR 1KM Channel 2 Imagery",Satellite,"Satellite, NOAA AVHRR Imagery"
62.101,"HLY-02-03 Satellite, AVHRR 1KM Channel 5 Imagery",Satellite,"Satellite, NOAA AVHRR Imagery"
62.102,"HLY-02-03 Satellite, AVHRR  Channel 1 Imagery",Satellite,"Satellite, NOAA AVHRR Imagery"
62.103,"HLY-02-03 Satellite, AVHRR  Channel 2 Imagery",Satellite,"Satellite, NOAA AVHRR Imagery"
62.104,"HLY-02-03 Satellite, AVHRR  Channel 5 Imagery",Satellite,"Satellite, NOAA AVHRR Imagery"
88.193,Tropical Cyclone Report Summaries with Storm Tracks,Satellite,
89.017,Oregon State Satellite Derived Sea Surface Imagery,Satellite,
89.018,Oregon State Satellite Derived SST Imagery,Satellite,
89.019,Oregon State Satellite Derived QuikSCAT Imagery,Satellite,
89.068,MODIS CDNC Product Imagery,Satellite,"Satellite, NASA/EOS Aqua"
ML.1043,University of Washington Satellite Data,Satellite,
ML.1075,LandScan Global Population GIS Database,Satellite,
ML.1077,Global vegetation Monitoring (GVM) Unit Global Land Cover  2000 Dataset,Satellite,
ML.119,"Derived Products (Hovmollers, etc.)",Satellite,
ML.1246,"Satellite Ice Motion Loop July 17-21, 2002",Satellite,
ML.1247,"Satellite Ice Motion Loop July 29-August 3, 2002",Satellite,
ML.1626,HLY-02-03 Satellite DMSP and HRPT  Overpass Data,Satellite,
ML.1691,AIRS High Resolution Ozone and Water Vapor Data,Satellite,
ML.1715,IASI,Satellite,
ML.1716,MLS,Satellite,
ML.1797,MODIS VOCALS Subset,Satellite,
ML.1798,OMI SO2 Column 5Km for Lascar and Lastarrria Volcanoes (Near Real-Time),Satellite,
ML.1799,OMI SO2 Column 5Km for Lascar and Lastarrria Volcanoes,Satellite,
ML.1838,CALIPSO SpaceBorne Lidar Data,Satellite,
ML.2291,COSMIC Data,Satellite,
ML.2347,OMI-MLS,Satellite,
ML.2348,ACE,Satellite,
ML.2689,US West Coast Satellite Data,Satellite,
ML.2690,Gulf of Mexico Satellite Data,Satellite,
ML.2691,US East Coast Satellite Data,Satellite,
ML.2692,US Great Lakes Satellite Data,Satellite,
ML.27,CMORPH Global Precipitation Analyses,Satellite,
ML.2737,"MODIS Data, Imagery, and Tools",Satellite,
ML.2751,SSH TOPEX/Poseidon Satellite Data,Satellite,
ML.2756,AVISO Altimetric Data Product Archive,Satellite,
ML.3000,CALIPSO SpaceBorne Lidar Browse Imagery,Satellite,
ML.3013,WaveTrak Composite Imagery,Satellite,
ML.3143,"NASA GSFC AERONET Aerosol Optical Depth, Inversion Products, and Precipitable Water Products and Data",Satellite,
ML.3333,NASA GRIP Tropical Cyclone System,Satellite,
ML.3337,NRL Monterey Marine Meteorology Division Satellite ,Satellite,
ML.3473,AVISO Altimetric Data Product Archive,Satellite,
ML.3475,CALIPSO SpaceBorne Lidar Data,Satellite,
ML.3478,"NASA GSFC AERONET Aerosol Optical Depth, Inversion Products, and Precipitable Water Products and Data",Satellite,
ML.3479,SSH TOPEX/Poseidon Satellite Data,Satellite,
ML.3480,Earth Observing System Data and Information System (EOSDIS),Satellite,
ML.3484,NASA/LaRC AMIE MTSAT2 and FY2E Satellite Archive,Satellite,
ML.3486,NOAA Comprehensive Large Array-Data Stewardship System (CLASS),Satellite,
ML.3487,Physical Oceanography DAAC,Satellite,
ML.3488,NESDIS Ocean Surface Products,Satellite,
ML.3489,RADARSAT Satellite,Satellite,
ML.3498,CALIPSO SpaceBorne Lidar Browse Imagery,Satellite,
ML.3562,EUMETSAT Data and Products,Satellite,
ML.3611,GOME NO2 Data and Trajectories,Satellite,
ML.3656,METOP AVHRR SST Imagery,Satellite,
ML.3909,OMI Total Column Ozone (O3) DU,Satellite,
ML.3915,GOME2 Imagery,Satellite,
ML.3916,SCIAMACHY Imagery,Satellite,
ML.3917,AQUA Imagery,Satellite,
ML.3918,MODIS Imagery,Satellite,
ML.3919,GOES-R/ABI Imagery,Satellite,
ML.3920,CALIPSO Imagery,Satellite,
ML.3921,CloudSat Imagery,Satellite,
ML.3940,NASA Earth Observations,Satellite,
ML.4041,NVAP Data Archive,Satellite,
ML.4043,OSCAR Ocean Surface Current Data,Satellite,
ML.4580,Measurements Of Pollution In The Troposphere (MOPITT) Data,Satellite,
ML.4581,Infrared Atmospheric Sounding Interferometer (IASI) Data,Satellite,
ML.4582,CALIPSO Data Archive,Satellite,
ML.4584,NPP CERES Data Archive,Satellite,
ML.4604,USDA Fire Imagery - Remote Sensing Applications Center,Satellite,
ML.4622,NOAA ESRL DC3 Support Products - GOES and Radar Imagery,Satellite,
ML.4623,NOAA ESRL GOES East and West Water Vapor Movie of North America ,Satellite,
ML.4643,GOES EAST Aerosol/Smoke Product (GASP) and ASDTA Smoke-East AOD Images,Satellite,
ML.4659,TES Tropospheric O3 and CO Satellite Browse Imagery,Satellite,
ML.4665,TRMM  Satellite Lightning Imaging Sensor (LIS) Science Data,Satellite,
ML.4666,Aura OMI Satellite Data,Satellite,
ML.4673,NASA Microwave Limb Sounder Satellite,Satellite,
ML.4685,COSMIC Data,Satellite,
ML.4814,AMIE-Gan Objective Analysis of Large Scale Forcing Quick Look Imagery (Version 0),Satellite,
ML.4914,GOES-13 Imagery,Satellite,
ML.4915,GOES-14 Imagery,Satellite,
ML.4968,Aura OMI Satellite Data,Satellite,
ML.4969,GOES EAST Aerosol/Smoke Product (GASP) and ASDTA Smoke-East AOD Images ,Satellite,
ML.4970,TES Tropospheric Satellite Browse Imagery,Satellite,
ML.5009,NOAA CLASS Satellite Archive,Satellite,
ML.5065,AIRS Satellite Imagery,Satellite,
ML.5066,CrIS Satellite Imagery,Satellite,
ML.5067,SSMIS Satellite Imagery,Satellite,
ML.574,NEDIS/NCDC CLASS Satellite Archive,Satellite,
ML.61,PERSIANN Global Precipitation Analyses,Satellite,
ML.627,International Satellite Cloud Climatology Project (ISSCP) Data,Satellite,
ML.639,NOAA/NESDIS Satellite Active Archive,Satellite,
ML.643,Observations of the North American Monsoon,Satellite,
ML.644,Outgoing Longwave Radiation and Highly Reflective Clouds Datasets at SUNY (Stony Brook),Satellite,
ML.646,PACS Satellite Products,Satellite,
102.001,HLY-07-01 Aloftcon Camera Images,Sea Ice,Ship
102.002,HLY-07-01 Fantail Camera Images,Sea Ice,Ship
102.021,HLY-08-02 Aloftcon Camera Images,Sea Ice,Ship
102.022,HLY-08-02 Fantail Camera Images,Sea Ice,Ship
102.035,HLY-08-01 Aloftcon Camera Images,Sea Ice,Ship
102.036,HLY-08-01 Fantail Camera Images,Sea Ice,Ship
102.080,HLY-07-01 and HLY-07-02 Observations of Marine Mammals of Beringia,Sea Ice,Ship
102.081,HLY-08-01 and HLY-08-02 Observations of Marine Mammals of Beringia,Sea Ice,Ship
102.082,HLY-06-01 Observations of Marine Mammals of Beringia,Sea Ice,Ship
102.125,BESTMAS (a coupled sea ice-ocean model) Simulated Results,Sea Ice,Snow Depth
102.224,HLY-08-02 Sea Ice Movie,Sea Ice,Ship
102.225,HLY-09-02 Sea Ice Movie,Sea Ice,Ship
102.226,HLY-09-01 Sea Ice Movie,Sea Ice,Ship
102.253,Satellite-derived polynya areas in the northern Bering Sea,Sea Ice,
102.267,Particulate Organic Carbon and Nitrogen Concentrations and Stable Isotopes in Bering Sea Ice,Sea Ice,Ship
102.272,BEST Ice Chlorophyll (chl) 2008,Sea Ice,Ship
102.274,PSEA-10-01 Ice Chlorophyll (chl),Sea Ice,Ship
102.280,"Monthly mean reanalysis of Arctic sea ice thickness, concentration, and velocity",Sea Ice,
106.267,Historical Sea Ice Time Series from the Atlantic Arctic,Sea Ice,Ice Thickness
106.294,BIOMAS Model Results (a coupled sea ice/ocean/ecosystem model),Sea Ice,
106.340,"Arctic snow black carbon concentrations, and absorption by other light-absorbing aerosol",Sea Ice,
106.345,Sea Ice Experiment: Dynamic Nature of the Arctic (SEDNA),Sea Ice,"Satellite, NASA/EOS Terra"
106.371,Circumpolar Flaw Lead (CFL) Photosynthesis-Irradiance Experiments,Sea Ice,Ship
106.372,"Underwater Acoustic Data from Yahtse Glacier, Icy Bay, Alaska",Sea Ice,Mooring
106.400,Iceberg Sightings in the North Atlantic,Sea Ice,Ship
106.411,TOVS-Derived Downwelling Surface Longwave Radiation in the Arctic 1979-2005,Sea Ice,"Satellite, NOAA TOVS"
106.417,Sea Ice Melt Ponds: Line Photo Composites,Sea Ice,High Latitude Transects
106.418,Sea Ice Melt Ponds: Aerial Photo Mosaic,Sea Ice,High Latitude Transects
106.419,Sea Ice Melt Ponds: Spectral Albedo,Sea Ice,High Latitude Transects
106.420,"Sea Ice Melt Ponds: Core Temp, Salinity, and Isotope Data",Sea Ice,High Latitude Transects
106.421,Sea Ice Melt Ponds: Individual Line Photos,Sea Ice,High Latitude Transects
106.422,Sea Ice Melt Ponds: Integrated Albedo,Sea Ice,High Latitude Transects
106.423,Sea Ice Melt Ponds: Surface Characterization,Sea Ice,High Latitude Transects
106.424,"Sea Ice Melt Ponds: Snow, SSL, and Pond Depths",Sea Ice,High Latitude Transects
106.425,Sea Ice Melt Ponds: LiDAR Scanning Data,Sea Ice,LIDAR
106.426,Sea Ice Melt Pond Data,Sea Ice,LIDAR
106.448,"Understanding Climate-Driven Phenological Change - Observations, Adaptations and Cultural Implications in Northeastern Siberia and Labrador/Nunatsiavut (PHENARC)",Sea Ice,
106.ARCSS041,"Thickness, Salinity and Stable Isotope Composition of Sea Ice Samples from the Laptev Sea, 1999",Sea Ice,
106.ARCSS128,North Pole Environmental Observatory (NPEO) PMEL/CRREL Ice Temperature and Mass Balance Buoy Data,Sea Ice,Ice Thickness
106.ARCSS142,SHEBA Ocean Turbulence Mast Data Archive,Sea Ice,Masts
106.ARCSS149,"Estimates of  Sea Ice Floe Velocities Characterizing Whaling Seasons Using Satellite Imagery of the Chukchi and Beaufort Seas, Spring 2000 and 2001",Sea Ice,
106.ARCSS156,North Pole Environmental Observatory (NPEO) Oceanographic Mooring Data,Sea Ice,Mooring
13.122,Model Ice Deformation and Ice Thickness Distribution,Sea Ice,
13.123,AVHRR Polar Pathfinder Derived Satellite Products for SHEBA,Sea Ice,"Satellite, NOAA AVHRR Imagery"
13.412,Satellite RGPS Ice Motion Products (Link to NASA-JPL),Sea Ice,"Satellite, RADARSAT"
13.413,Satellite NOAA/NASA Polar Pathfinder SHEBA grids (Link to NSIDC),Sea Ice,"Satellite, NOAA AVHRR Imagery"
13.415,Satellite SAR floe size (ASCII),Sea Ice,"Satellite, RADARSAT"
13.416,Satellite SAR floe size (GIF),Sea Ice,"Satellite, RADARSAT"
13.417,Satellite RADARSAT SAR Imagery,Sea Ice,"Satellite, RADARSAT"
13.418,Satellite RADARSAT SAR Sea Ice Motion,Sea Ice,"Satellite, RADARSAT"
13.419,Satellite RADARSAT SAR Sea Ice Deformation,Sea Ice,"Satellite, RADARSAT"
13.452,Buoy: IABP Daily Buoy Positions,Sea Ice,
13.453,Buoy: IABP Daily Buoy Positions,Sea Ice,
13.454,Buoy: IABP Interpolated Ice Velocity Fields,Sea Ice,
13.455,Buoy: IABP Interpolated Ice Velocity Fields,Sea Ice,
13.501,Sea Ice Analysis Beaufort Sea (GIF),Sea Ice,
13.502,Sea Ice Analysis Chukchi Sea (GIF),Sea Ice,
13.517,"Buoy, IOEB Air, Ice and Biogeochemical Data",Sea Ice,IOEB Buoy
13.519,Ice Camp Summer Leads Albedo Data(PRELIMINARY)(ASCII),Sea Ice,
13.521,Ice Camp Summer Leads Inherent Optical Properties (ASCII),Sea Ice,CTD ocean cast
13.522,Ice Camp Summer Leads Profile SBE-19 (ASCII),Sea Ice,CTD ocean cast
13.523,Ice Camp Summer Leads Profile SBE-25 (ASCII),Sea Ice,CTD ocean cast
13.526,Ice Camp Sea Ice Biology (ASCII),Sea Ice,Ice Thickness
13.610,Aircraft Twin Otter Surface-Properties Surveys,Sea Ice,"Aircraft, Research"
13.611,Aircraft Twin Otter Surface-Properties Surveys (Video Tape),Sea Ice,"Aircraft, Research"
13.612,Aircraft Helicopter Aerial Photography,Sea Ice,"Aircraft, Research"
13.713,Model Monthly Net Freezing Rate,Sea Ice,Research 4DDA
13.801,Submarine Sonar Ice Draft Profiles,Sea Ice,
13.806,Satellite AVHRR Polar Pathfinder 5-km regional products,Sea Ice,
13.807,Satellite AVHRR Polar Pathfinder 5-km SHEBA drift track products,Sea Ice,
13.809,Satellite EASE gridded SSM/I-derived ice concentrations,Sea Ice,
13.810,Satellite EASE gridded remotely-sensed ice motion fields,Sea Ice,
13.812,Ice Deformation from SAR,Sea Ice,
13.813,Radarsat SAR Imagery,Sea Ice,
13.814,Ice Motion from SAR,Sea Ice,
13.815,Ice Thickness Distributions from SCICEX 97 cruise,Sea Ice,
13.816,RGPS Ice Motion,Sea Ice,
13.820,Helicopter Infrared Photometry,Sea Ice,
13.822,Ice Stress,Sea Ice,
13.823,Ice Mass Balance,Sea Ice,
13.824,Snow and Ice Temperature Profiles,Sea Ice,
13.828,Snow Cover Measurements,Sea Ice,
13.829,SHEBA Snow and Ice Studies CD,Sea Ice,
13.830,Radarsat Quick Look Imagery,Sea Ice,
13.834,SHEBA Composite Data Observations,Sea Ice,Ship
62.056,"HLY-02-01,03 Be-7 and Surface Sediment Chlorophyll Data (EXCEL)",Sea Ice,Seawater Sampling
62.057,"HLY-02-01,03 Be-7 and Surface Sediment Chlorophyll Data (ASCII)",Sea Ice,Seawater Sampling
62.070,Standard Sea-Ice Observation Reports: Healy Cruise HLY-02-01,Sea Ice,
62.114,Weekly Ice Analysis - Chukchi Sea,Sea Ice,Ship
62.115,Ice Concentration - Circumarctic,Sea Ice,Ship
62.117,Weekly Ice Analysis - Beaufort Sea,Sea Ice,Ship
62.208,Physical/Chemical/Biological Sea Ice Characteristics in the Chukchi and Beaufort Sea,Sea Ice,
62.209,Sea Ice Thickness and Snow Depth,Sea Ice,
62.227,Sea Ice Thickness and Snow Depth,Sea Ice,Ship
62.303,Sea Ice Permeability (Excel),Sea Ice,Ship
62.3030,Sea Ice Permeability (ASCII),Sea Ice,Ship
62.304,Primary Production Estimate of Sea Ice Algae,Sea Ice,Ship
62.305,Physical/chemical/biological sea ice characteristics ,Sea Ice,Ship
62.306,HLY-02-01 Ice Algal and Phytoplankton Photophysiological Measurements,Sea Ice,Ship
62.307,HLY-04-02 Ice Algal and Phytoplankton Photophysiological Measurements,Sea Ice,Ship
ML.1246,"Satellite Ice Motion Loop July 17-21, 2002",Sea Ice,
ML.1247,"Satellite Ice Motion Loop July 29-August 3, 2002",Sea Ice,
ML.1248,Standard Sea-Ice Observation Reports: Healy Cruise HLY-04-02,Sea Ice,
ML.1620,Standard Sea Ice Observation Reports Healy Cruises HLY-07-01 and HLY-07-02,Sea Ice,
ML.1729,Standard Sea Ice Observation Reports Healy Cruises HLY-08-01 and HLY-08-02,Sea Ice,
ML.2608,Standard Sea Ice Observation Reports Healy Cruises HLY-09-01 and HLY-09-02,Sea Ice,
ML.2915,Standard Sea Ice Observation Reports Polar Sea Cruise PSEA-10-01,Sea Ice,
102.278,Pelagic distribution and abundance of seabirds in the PROBES area,Seabirds,Ship
106.385,"Time depth recorder (TDR) data from little auks, Hornsund Fjord, Spitsbergen",Seabirds,
106.388,"Corticosteroid hormone measurements for adult and chick little auks in Hornsund Fjord, 2005-2008",Seabirds,
106.389,At-sea density of foraging little auks (Alle alle) near Hornsund Fjord,Seabirds,Ship
106.391,"Chick diets of little auks (Alle alle) in Hornsund Fjord, Spisbergen",Seabirds,
106.392,"Chick growth rates of little auks (alle alle) at Hornsund Fjord, Spitsbergen",Seabirds,
106.393,"Measurements of little auks (Alle alle) at Kap Hoegh, Greenland in 2007",Seabirds,
106.394,TDR results from Little Auks at Kap Hoegh colony 2007,Seabirds,
245.B63-001,Seabird Telemetry (B63),Seabirds,Ship
245.B63-002,Foraging locations of black-legged kittiwakes at the Pribilof Islands 2008-10 (B63),Seabirds,GPS
245.B63-003,"Dive locations and parameters of Thick-billed murres at the Pribilof Islands, 2008-2010 (B63)",Seabirds,GPS
245.B64-001,"Seabird Broad-Scale Distribution, 2008 (B64)",Seabirds,Ship
245.B64-002,"Seabird Broad-Scale Distribution, 2010 (B64)",Seabirds,Ship
245.B65-001,"Seabird Colony-based Studies 04.37, 2008 (B65)",Seabirds,Ship
245.B65-002,"Seabird Colony-based Studies 04.37, 2009 (B65)",Seabirds,Ship
245.B65-003,"Seabird Colony-based Studies 04.37, 2010 (B65)",Seabirds,Ship
245.B67-005,"Seabird Diving, Stress and Stable Isotopes, Pribilof and Bogoslof Islands, Patch Dynamics (B67 and B77)",Seabirds,
245.B68-001,"Retrospective data on Fish, Birds, Mammals (B68)",Seabirds,Ship
245.B74-001,Development and analysis of life-history models to predict the evolution of reaction norms in early development of seabirds and their consequences on individual and population dynamics in the face of climate change,Seabirds,
245.B92-001,Top Predator Hotspot Persistence,Seabirds,Ship
255.049,Oil Industry Seabirds Data,Seabirds,Ship
ML.3365,B67 - Stress data for birds sampled at the Pribilofs during 1999-2010,Seabirds,
ML.3366,B67 - Diving profiles for birds sampled at the Pribilofs during 2008-2009,Seabirds,
ML.3367,B67 - Stable isotope data for birds sampled at the Pribilofs during 1999-2010,Seabirds,
ML.3368,B77 - Stomach contents of birds collected at sea,Seabirds,
ML.3369,B77 - Stable isotope analysis for birds collected at sea,Seabirds,
ML.3370,B77 - Stress data for birds sampled on Bogoslof during 1999-2009,Seabirds,
ML.3371,B77 - Diving profiles for birds sampled during 2009,Seabirds,
ML.3372,B77 - Stable isotope data for birds sampled during 1999-2009,Seabirds,
ML.4275,B64 - Seabird Broadscale Distribution Corrected processed data (density in 3 km segments),Seabirds,
72.004,Seastar SeaWIFS Imagery,SeaWIFS,"Satellite, OrbView II"
ML.177,Seastar SeaWIFS Data,SeaWIFS,
ML.1883,Orbview-2 SeaWiFS Data,SeaWIFS,
ML.2696,Ocean Color Products,SeaWIFS,
ML.3490,SEAWIFS Imagery and Data,SeaWIFS,
ML.488,SeaWIFS Aerosol Optical Depth,SeaWIFS,
ML.489,SeaWIFS,SeaWIFS,
ML.490,SeaWiFS Data and Products,SeaWIFS,
ML.519,SEAWIFS Imagery and Data,SeaWIFS,
ML.596,SEAWIFS Imagery and Data,SeaWIFS,
ML.650,SeaWIFS,SeaWIFS,
ML.753,SEAWIFS Imagery and Data,SeaWIFS,
ML.961,SEAWIFS Imagery and Data,SeaWIFS,
102.024,HLY-07-01 Sediment Oxygen Flux Data,Sediment,Ship
102.025,HLY-07-01 Pore Water Nutrient Data,Sediment,Ship
102.145,"HLY-08-02 Sediment Trap Fluxes of Th-234, POC, and PON in the Bering Sea",Sediment,Ship
102.146,"HLY-08-03 Sediment Trap Fluxes of Th-234, POC, and PON in the Bering Sea",Sediment,Ship
102.234,"HLY-09-02 Sediment Trap Fluxes of Th-234, POC, and PON in the Bering Sea",Sediment,Ship
102.235,"KN-195-10 Sediment Trap Fluxes of Th-234, POC, and PON in the Bering Sea",Sediment,Ship
102.236,"TN-249 Sediment Trap Fluxes of Th-234, POC, and PON in the Bering Sea",Sediment,Ship
102.237,"TN-250 Sediment Trap Fluxes of Th-234, POC, and PON in the Bering Sea",Sediment,Ship
102.242,Sediment pore-water dissolved oxygen,Sediment,Ship
102.245,Sediment pore-water nutrient concentrations,Sediment,Ship
102.255,Sediment Oxygen Flux Data in the Bering Sea Shelf,Sediment,Ship
102.263,Sediment Trap Pigment and Biogenic Silica Fluxes,Sediment,
102.268,"Sediment trap data of vertical flux of algal pigments, POC and PON",Sediment,Ship
106.332,Analyses of Fe oxide detrital grains in Arctic sediment cores,Sediment,Ship
106.334,Albedo of ice types in northeast Greenland's ablation zone,Sediment,
106.338,Provenance of Holocene sediment on the Chukchi-Alaskan margin,Sediment,Ship
106.342,HOTRAX 2005 sediment core HLY0503-8JPC,Sediment,Ship
106.353,Surface (sea floor) and near-surface (box cores) sediment mineralogy in Baffin Bay,Sediment,
