project,archive_ident,title,Summary
PacMARS,255.029,"Reindeer Herder Annual Migration Routes in Nenets Autonomous Okrug, Russian Federation [Yamin-Pasternak]","This dataset consists of shapefile format files for mapserver that provide information on the reindeer brigades routes of the indigenous peoples in Nenets Autonomous Okrug, Russia. Data on the environment and activities of the indigenous people are collected via satellite imagery, published sources, and surveys given to the people and are used to populate a GIS database."
PacMARS,255.030,"Subsistence Areas in Nenets Autonomous Okrug, Russian Federation [Yamin-Pasternak]","This dataset consists of shapefile format files for mapserver that provide information on the subsistence areas of the indigenous peoples in Nenets Autonomous Okrug, Russia. Data on the environment and activities of the indigenous people are collected via satellite imagery, published sources, and surveys given to the people and are used to populate a GIS database."
PacMARS,255.031,"Study Area in Nenets Autonomous Okrug, Russian Federation [Yamin-Pasternak]","This dataset consists of shapefile format files for mapserver that provide information on the study area in Nenets Autonomous Okrug, Russia. Data on the environment and activities of the indigenous people are collected via satellite imagery, published sources, and surveys given to the people and are used to populate a GIS database."
PacMARS,255.033,COMIDA Biota Contaminants [Trefry],"The data are for concentrations of the following trace metals (Ag, As, Ba, Be, Cd, Cr, Cu, Fe, Hg, methyl-Hg, Mn, Ni, Pb, Sb, Se, Sn, Tl, V and Zn) in benthic fauna and fishes from the northeastern Chukchi Sea."
PacMARS,255.034,Industry Chukchi Sea Sediments 2009 and 2010 [Trefry],"These data are sediment concentrations of metals (Ag, Al, As, Ba, Cd, Cr, Cu, Fe, Hg, Mn, Pb, Se, V, Zn) and organic substances (polycyclic aromatic hydrocarbons (PAH))."
PacMARS,255.035,Pacific Arctic Stable Isotope Synthesis [Dunton],This dataset is a synthesis of carbon and nitrogen stable isotope data from several studies collected into a single GIS feature class. The data cover the Pacific-influenced coastal shelf ecosystem of the Arctic Ocean. Data points include isotopic ratios of del C-13 and del N-15. Additional metadata such as the names of the original data collectors are included as attributes of the feature class when available. Carbon isotope ratios are a good indicator of carbon sources of the food web because of their small enrichment steps between consecutive consumers (0-1 0/00) and nitrogen isotope ratios are good indicators of trophic level (TL) because of the larger enrichment step of 3-4 0/00 between TL.
PacMARS,255.036,Oil Industry Physical Oceanography Data [Weingartner],"The primary objective of the physical oceanography study is to describe spatial and seasonal characteristics of the water masses and circulation in the northeastern Chukchi Sea. Data are collected through instrumentation on the vessel. Conductivity, Temperature, Depth (CTD) casts are made at each station. The CTD includes a fluorometer (as an index of chlorophyll biomass) and a transmissometer (as an index of water-column turbidity). Water samples are also collected and analyzed for nutrients and chlorophyll. Another primary instrument, a vessel-mounted Acoustic Doppler Current Profiler (ADCP), provides an estimate of the water-column current structure and its spatial and temporal variability. 
This dataset contains the original csv files, metadata files, and shapefiles in ZIP files."
PacMARS,255.037,"Oil Industry Study Logistics Data [Olgoonik Fairweather, LLC]","In February 2008, ConocoPhillips (COP), Shell Exploration  Production (Shell) and Statoil USA Exploration and Production (Statoil) obtained leases in the federal waters of the Chukchi Sea, and immediately began an integrated ecosystem-based environmental studies program to gather baseline, or pre-exploration, data. COP operated the program during the open-water seasons of 2008 and 2009 on behalf of itself and Shell. In 2010 and 2011, Olgoonik-Fairweather LLC (OLF) operated the Chukchi Sea environmental studies program funded by COP, Shell, and Statoil.



In 2008 and 2009, the program consisted of two prospect-specific study areas for ConocoPhillips and Shell, and in 2010, an additional prospect-specific study area was added for Statoil. The program expanded in 2011 to include a more regional area survey that encompasses the three prospect-specific study areas and Hanna Shoal to the north. The study design was based on the systematic sample and transect grid used in 2008-2010, but on a coarser scale to cover a greater area in a shorter amount of time. To allow for data continuity, the 2008-2010 prospect-specific study areas remain at the finer transect scale.



The overall purpose of the study is to provide to ConocoPhillips, Shell, and Statoil necessary baseline information about the marine environment in their respective lease areas that can be used in applications for permits, in a National Environmental Policy Act (NEPA) compliance document, and in other documents to help manage these resources. The study will provide valuable information for the regulatory agencies to conduct realistic evaluations on the potential impacts of oil and gas activities and thus issue permits with reasonable stipulations and guidance. Importantly, it will also contribute to the overall knowledge of the northeastern Chukchi Sea marine ecosystem.



This dataset contains the original CSV files, metadata files, shapefiles, and geodatabase files in ZIP files."
PacMARS,255.038,Oil Industry Zooplankton Ecology Data [Hopcroft],"The primary objective of the planktonic communities program is to describe spatial, seasonal and interannual characteristics of the plankton (phytoplankton and zooplankton) communities within the study areas.



Phytoplankton, along with algae that grow attached to sea ice, are the conduit of the sun's energy into organic food at the base of the food chain in the Chukchi Sea. Phytoplankton are assessed as chlorophyll-a concentration from water samples collected with a Conductivity, Temperature, Depth (CTD) rosette. We also measure the concentration of the major nutrients required for their growth in these samples. Zooplankton are the major consumers of phytoplankton, and hence the key pathway to vertebrates such as pelagic fish, seabirds, and even bowhead whales. Zooplankton are collected using two different methods: paired ring nets of medium-size mesh hauled vertically at slow speed for smaller species, and Bongo nets towed off the side of a ship moving at 2 knots for larger, faster species.



This dataset contains the original CSV files, metadata files, shapefiles, and geodatabase files in ZIP files."
PacMARS,255.039,Oil Industry Chemical Characterization Data,"This data set was collected as part of the Chukchi Sea Environmental Studies Program (CSESP), a multi-year, interdisciplinary ecological study focused on areas in outer continental shelf oil and gas leases in the northeastern Chukchi Sea. In 2008 when the program began, two 30 x 30 nautical mile study area boxes were developed around areas of interest to ConocoPhillips and Shell. The ConocoPhillips study area (named Klondike), and the Shell study area (named Burger) became the focus of data collection. Data were collected from these two study areas again in 2009. Then, in 2010, Statoil joined the program, and a third study area, Statoil, was created and sampled as well as Klondike and Burger.



The objectives of the Chukchi Sea Environmental Baseline Studies Program are:

1. To provide data for pre-exploration and development-related activities

2. To provide data for permit applications

3. To provide input to planning of future operations and associated mitigation

4. To provide additional baseline data that can be used to assess and measure the potential environmental effects of offshore oil and gas exploration and development in the northeastern Chukchi Sea



This dataset contains the original CSV files, metadata files, shapefiles, and geodatabase files in ZIP files."
PacMARS,255.040,Oil Industry Fisheries Data,"The primary object of the fish trawl assessment program is to estimate the relative abundance (numbers) and biomass (weight), species composition, and biological information on benthic and pelagic marine fish and invertebrate communities within the study areas. Bottom and pelagic trawl nets are deployed at each station and towed for approximately 5 to 15 minutes at an approximate speed of 2 to 4 knots. On average a 15 minute trawl tow covers a distance of approximately 926 meters (3,050 ft.). State-of-the-art instrumentation records all trawl performance data during each tow, allowing an accurate estimate of area surveyed. Biologists sort the catch, weigh and count animals by species, and collect samples for studies of diet and ecosystem relationships. Common fish species seen in the trawl surveys in the Chukchi Sea are mostly small and include Arctic cod, Pacific sandlance, capelin and several species of sculpins. Common invertebrate species are numerous and include snow crab, a variety of sea stars, brittle stars and molluscs.



This dataset contains the original csv files, metadata files, shapefiles, and geodatabase files in zip files."
PacMARS,255.041,Oil Industry Passive Acoustics Data [Hannay],"The acoustics monitoring program is designed to measure underwater ambient and industrial noise levels, and to detect and classify species of vocalizing marine mammals over a wide area of the eastern Chukchi Sea and in the vicinity of the main study area. Acoustic recorders using hydrophones (underwater microphones) are deployed on the seabed throughout the study areas. Some are seasonal and only remain in place during the summer months, while others record through the winter when ice covers the sea. The detections of calls from several marine mammal species, including several ice seals, walruses, belugas, bowheads, grey whales, fin whales, minke whales and killer whales, are used to determine their migration patterns and migration timing.



This dataset contains the original CSV files, metadata files, shapefiles, and geodatabase files in ZIP files."
PacMARS,255.042,Oil Industry Chemical Oceanography Data [Mathis],"The primary objective of the ocean acidification program is to describe spatial, seasonal and interannual variability in the marine carbon cycle to assess the extent and potential impacts of ocean acidification. Secondarily, data are obtained via Conductivity, Temperature, Depth (CTD) casts that will better characterize how much of a sink the Chukchi Sea provides for atmospheric CO2. This data will be critical to long-term projections of how the Arctic Ocean will respond under future climate scenarios.



This dataset contains the original CSV files, metadata files, shapefiles, and geodatabase files in ZIP files."
PacMARS,255.043,Oil Industry Marine Mammal Aerial Data,"This data set was collected as part of the Joint Monitoring Program during seismic activities in the Chukchi Sea in summer and fall of 2006. The objective of the aerial surveys was to update data on distribution and relative abundance of marine mammals in coastal areas of the eastern Chukchi Sea during the open-water season. Aerial surveys were conducted from Barrow to Point Hope in two ways: a sawtooth flight pattern and a coastline flight pattern. The sawtooth survey was broad-scale, reaching approximately 20 nm offshore. The coastal survey hugged the coastline, focusing on nearshore areas and lagoons.



Aerial surveys were conducted in 2006 to monitor marine mammal abundance, distribution, and behavior and determine the potential effects of offshore seismic exploration activities on marine mammals. Surveys focused on beluga, bowhead, and gray whales, though other marine mammals were observed. Pinniped observations were made, but were limited due to flight altitude and speed.



This dataset contains the original CSV files, metadata files, shapefiles, and geodatabase files in ZIP files."
PacMARS,255.044,Oil Industry Marine Mammal Monitoring Data,"This dataset contains vessel-based marine mammal observation data collected in the Chukchi Sea. The 2006 data was collected as part of the Joint Monitoring Program during seismic activities in the Chukchi Sea in summer and fall of 2006. The 2007 data was collected as part of the Marine Mammal Monitoring and Mitigation During Open Water Seismic Exploration program in summer and fall of 2007.



These data are part of a multi-year baseline environmental studies dataset collected as part of the permitting process prior to drilling exploration wells.



This dataset contains the original CSV files, shapefiles, and geodatabase files in ZIP files."
PacMARS,255.045,Oil Industry Marine Mammal Ecology Data,"The purpose of the marine mammal ecology survey is to increase current knowledge of the movements, distribution and abundance of marine mammals during the open water season within the study areas. Vessel-based marine mammal data are collected as part of a multi-disciplinary environmental program during the open water season from the end of July to early October in the northeastern Chukchi Sea. Biologist observers, assisted by observers from the native communities, record all marine mammals sighted during daylight hours along north-south oriented transect lines. Besides species information, observers record other environmental data such as behavior, distance and movement of the animal relative to the vessel. The information obtained on marine mammal presence and distribution through visual observations augments the data collected through acoustic call detections. Combining the marine mammal data with information on the physical oceanography and of potential food organisms (plankton, benthos, and fish) contributes to a better understanding of the relationship between marine mammals and their environment.



This dataset contains the original CSV files, metadata files, shapefiles, and geodatabase files in ZIP files."
PacMARS,255.046,Oil Industry Meteorological Buoys Data,"The 2010 Met Buoy Data, Klondike Study Area, NE Chukchi Sea dataset contains meteorological data collected for ConocoPhillips and Statoil on two buoys moored in the Northeastern (NE) Chukchi Sea during the open water season, July to September 2010. The buoys were located within the Klondike study area, a 30 x 30 nautical mile region that is located in the Chukchi Sea outer continental shelf oil and gas lease area. Met buoy data parameters include wind direction, wind speed, maximum wind speed, air temperature, relative humidity, air pressure, water temperature, significant wave and maximum wave heights, wave period, current speed and direction, and the voltage of the battery used to operate the meteorological instrumentation on the buoy.



These data are part of a multi-year baseline environmental studies data set collected as part of the permitting process prior to drilling exploration wells.



This dataset contains the original CSV files, metadata files, and shapefiles in ZIP files."
PacMARS,255.048,Epifauna Sampling Data [Bluhm],"This data set is a compilation of close to 1000 epifaunal invertebrate sampling stations from over 20 research cruises to the northern Bering Sea (US side), Chukchi Sea (Russian and US sides) and Beaufort Sea (US side) from 1972 to 2012. The vast majority of stations were trawl hauls and a few were photographic sampling stations. Trawl hauls were conducted with a range of different nets including various otter trawls but mostly the 83-112 Eastern Otter trawl, and a plumb-staff beam trawl. Mesh sizes ranged from 4-38 mm in the cod end and 7-89 mm in the body of the net. Trawl duration ranged from 1-30 minutes and trawl speed ranged from 1.5-5 knots. Where available, variables compiled include cruise and station names, locations and water depth, haul and net information, contact information of data holder, as well as total abundance, biomass and taxon richness of epifaunal invertebrates. The latter is biased by varying levels of taxonomic resolution in the source data. Many fields are blank, either because the data have not yet been released as is the case for many recent cruises, or because hauls were not quantitative as is the case for some historic data sets. Data on fishes from the same hauls are not reported here. Column headers are explained in the readme file.



Changes made to the original data sets provided by the project contacts or as found in data archives include, where possible: standardization of abundance to individuals per 1000 square meters; standardization of biomass to kilograms wet weight per 1000 square meters; and subtraction of obvious infaunal taxa, eggs and fragments from the taxon count."
PacMARS,255.049,Oil Industry Seabirds Data,"The seabird ecology component collects data on the distribution and abundance of seabirds in the northeastern Chukchi Sea in the vicinity of several oil and gas lease areas and the region including Hanna Shoal. We conduct surveys for seabirds from the bridge of the research vessel during daylight hours. The ship travels along a grid of parallel lines that run north-south through the study region. By observing birds July-October, we can describe spatial, seasonal, and interannual characteristics of the seabird community. We also provide detailed information on species that are of conservation concern (e.g., endangered, threatened, candidate species). The advantage of being a component of a multi-disciplinary study is that we integrate the information about seabirds in this area with the data on physical and biological oceanography that are collected concurrently by the research vessel to investigate the relationships between seabirds and their marine environment.



This dataset contains the original CSV files, shapefiles, and geodatabase files in ZIP files."
PacMARS,255.047,Summary Figures of Food Webs and Stable Isotopes [Dunton-Whiteaker],"This data set contains a PDF portfolio containing three PDFs summarizing food webs and stable isotopes in the Western Arctic (Bering, Beaufort, Chukchi Seas). One PDF is a summary of data sources used. The other two PDFs show maps of trophic levels and del 13C distribution by species or lowest possible taxa. 
These figures were derived from the Pacific Arctic Stable Isotope Synthesis data, referenced below as a companion data set."
PacMARS,255.050,Zooplankton Data Sets used in Compilation [Ashjian],"This data set contains a listing of all the data sets on zooplankton abundance examined in Pacific Marine Arctic Regional Synthesis (PacMARS). These data include collection year and region, gear used (net type, mesh size), project, people collecting the data, and alternative source for the data. This data set provides information on the data sets but not the data itself."
PacMARS,255.051,Phytoplankton Data Sets used in Compilation [Ashjian],"These data consist of a listing of all the data sets on chlorophyll concentration examined in Pacific Marine Arctic Regional Synthesis (PacMARS). Data include specifics on collection year and region, project, people collecting the data, and alternative source for the data. Each data set is numbered. Data sets that could not be included but that were contributed also are noted, along with the reason that they were not included. These data are provided in spreadsheet formats. 
Note: the data are available in the companion dataset listed below in the Related links."
PacMARS,255.052,"Average Water Column Temperature, Summer, Gridded [Ashjian]","This data set contains the average water column temperature from the Pacific Marine Arctic Regional Synthesis (PacMARS) conductivity-temperature-depth (CTD) compilation to a grid of 0.5 degrees. Measurements were taken on latitude from 63.5 to 78 degrees north and 2 degrees and longitude from -180 to -135 degrees east. There are three columns in the file: longitude, latitude, and temperature (C). All missing values are denoted as NaN. There are no temperatures at latitudes greater than 75 degrees north. These data were gathered in July through September."
PacMARS,255.053,"Average Water Column Temperature, Summer, Pre 2005, Gridded [Ashjian]","This data set contains the average water column temperature from thePacific Marine Arctic Regional Synthesis (PacMARS) conductivity-temperature-depth (CTD)compilation to a grid of 0.5 degrees. Measurements were taken on latitude from 63.5 to 78 degrees north and 2 degrees and longitude from -180 to -135 degrees east. There are three columns in the file: longitude, latitude, and temperature (C). All Missing values are denoted as NaN. There are no temperatures at latitudes greater than 75 degrees north. These data were gathered in July through September prior to 2005."
PacMARS,255.054,"Bottom Water Column Temperature, Summer, Gridded [Ashjian]","This data set contains bottom water column temperature from the Pacific Marine Arctic Regional Synthesis (PacMARS) conductivity-temperature-depth (CTD) compilation to a grid of 0.5 degrees. Measurements were taken on latitude from 63.5 to 78 degrees north and 2 degrees and longitude from -180 to -135 degrees east. There are three columns in the file: longitude, latitude, and temperature (C). Missing values are denoted as NaN. There are no temperatures at latitudes greater than 75 degrees north. These data were gathered in July-September."
PacMARS,255.055,"Bottom Water Column Temperature, Summer, 2005 and Later, Gridded [Ashjian]","This data set contains the bottom water column temperature from the Pacific Marine Arctic Regional Synthesis (PacMARS) conductivity-temperature-depth (CTD) compilation to a grid of 0.5 degrees. Measurements were taken on latitude from 63.5 to 78 degrees north and 2 degrees and longitude from -180 to -135 degrees east. There are three columns in the file: longitude, latitude, and temperature (C). Missing values are denoted as NaN. There are no temperature at latitudes greater than 75 degrees north. These data were gathered between July and September from 2005-2012."
PacMARS,255.056,"Surface Water Temperature, Summer, Gridded [Ashjian]","This data set contains the surface water temperature from the Pacific Marine Arctic Regional Synthesis (PacMARS) conductivity-temperature-depth (CTD) compilation to a grid of 0.5 degrees. Measurements were taken on latitude from 63.5 to 78 degrees north and 2 degrees and longitude from -180 to -135 degrees east. There are three columns in the file: longitude, latitude, and temperature (C). Missing values are denoted as NaN. There are no temperatures at latitudes greater than 75 degrees north. These data were collected in July through September."
PacMARS,255.057,"Surface Water Temperature, Summer, Pre-2005, Gridded [Ashjian]","This data set contains the surface water temperature from the Pacific Marine Arctic Regional Synthesis (PacMARS) CTD compilation to a grid of 0.5 degrees. Measurements were taken on latitude from 63.5 to 78 degrees north and 2 degrees and longitude from -180 to -135 degrees east. There are three columns in the file: longitude, latitude, and temperature (C). Missing values are denoted as NaN. There are no temperature at latitude greater than 75 degrees north. These data were collected in July through September prior to 2005."
PacMARS,255.058,"Integrated Chlorophyll (0-100 m, mg m-2), Summer, Gridded [Ashjian]","This data set contains the integrated chlorophyll concentration (milligrams per square meter (mg/m2)) in the upper 100 meters or total water column for depths shallower than 100 meters from the Pacific Marine Arctic Regional Synthesis (PacMARS) Chlorophyll compilation v6 to a grid of 0.5 degrees. Measurements were taken on latitude from 63.5 to 78 degrees north and 2 degrees and longitude from -180 to -135 degrees east. There are three columns in the file: longitude, latitude, and integrated chlorophyll (milligrams per square meter (mg/m2)). Missing values are denoted as NaN. These data were collected in July through September. 
Note: sources for the data are listed in the documentation link below, and more completely available in the companion dataset."
PacMARS,255.059,"Integrated Chlorophyll (0-100 m, mg m-2), Summer, 2005 and Later Gridded [Ashjian]","This data set contains the integrated chlorophyll concentration (milligrams per square meter) in the upper 100 meters or total water column for depths shallower than 100 meters from the Pacific Marine Arctic Regional Synthesis (PacMARS) Chlorophyll compilation v6 to a grid of 0.5 degrees. Measurements were taken on latitude from 63.5 to 78 degrees north and 2 degrees and longitude from -180 to -135 degrees east. There are three columns in the file: longitude, latitude, and integrated chlorophyll (milligrams per square meter). Missing values are denoted as NaN. These data were collected in July through September from 2005-2012."
PacMARS,255.060,"Integrated Chlorophyll (0-100 m, mg m-2), All Data [Ashjian]","This data set contains the integrated chlorophyll concentration (milligrams per square meter (mg/m2)) in the upper 100 meters or total water column for depths shallower than 100 meters and maximum chlorophyll concentration at each station. The data set from where the data originated is identified in the first column. Each station has a unique ID (second column). Bottom depth noted where available. Missing values are denoted with -999.99. No information on time zone was available. 
Note: sources for the data are listed in the documentation link below, and more completely available in the companion dataset."
PacMARS,255.061,Regional Alaska Community Meetings,"As part of the overall goals of Pacific Marine Arctic Regional Synthesis (PacMARS) and specifically addressing the research theme Subsistence Lifestyles in Times of Climate Change, the Pacific Marine Arctic Regional Synthesis (PacMARS) team conducted five regional Alaskan community meetings on St. Lawrence Island, and in Barrow, Kotzebue and Nome. The meetings provided a forum for feedback on research needs as they are perceived by local communities as well as for ecological insights from subsistence hunters specifically, and local residents in general."
PacMARS,255.062,Zooplankton Abundance Compilation,"This dataset is a compilation of four target zooplankton species/genera. Two types of data are presented:



(1)all data with no editing, including sampling information, concentration (#/m3) by life stage, integrated water column abundance (#/m2) by life stage, and integrated water column carbon content (ug C/m2) by life stage and



(2)integrated water column carbon for all life stages combined that were effectively captured by the net mesh size used at each of the included stations.



These data are presented both in Excel and ASCII formats. Supporting information on species (i.e. specific life stage weights, sizes, and appropriate mesh sizes) have also been included in separate files."
PacMARS,255.063,Exploratory Drilling Sites in the Chukchi and Beaufort Seas Offshore Alaska,"This dataset consists of a map of the exploratory oil drilling sites in the Chuckchi and Beaufort Seas offshore Alaska, along with a PDF file supplying information on each of the sites. API numbers, the operator, prospect name, sale number, lat/lon, spud and end dates, water depth and drilling unit information are included for each of the sites."
PacMARS,255.064,PacMARS Bottom Water Nutrients (1988-2012),"This dataset contains water column samples that were collected at designated bottom water depths during the cruises, primarily utilizing a CTD/rosette bottle system, although sometimes with a water pumping system (COMIDA CAB 2009 and 2010). Cruises included in this synthesis data set are outlined in the PacMARS Final Report, Methods section to be posted on the PacMARS website (http://pacmars.cbl.umces.edu/). Each sample depth has associated latitude, longitude, water depth, and four nutrient collections: silica, nitrite/nitrate, phosphate and ammonia. Note that many of these data are also listed in full hydrographic files. Links to these referenced files can be found in the README documentation."
PacMARS,255.065,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2000),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July-August 2000. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrite+Nitrate, Ammonium) and delta-O18 (stable oxygen isotope) values. See readme file for additional parameters and data descriptors."
PacMARS,255.066,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2001),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July-August 2001. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrite+Nitrate, Ammonium) and delta-O18 (stable oxygen isotope) values.See readme file for additional parameters and data descriptors."
PacMARS,255.067,PacMARS Integrated Chlorophyll-a (1985-2012),"This dataset contains water column samples that were collected at variable depths during the cruises, primarily utilizing a CTD/rosette bottle system, although sometimes with a water pumping system (COMIDA CAB 2009 and 2010). Cruises included in this synthesis data set are outlined in the PacMARS Final Report, Methods section, to be posted on the PacMARS home page (see Related Links, below). Chlorophyll-a samples were filtered shipboard and either extracted shipboard or the filters frozen and analyzed at a land-based laboratory.Note that many of these data are listed as individual bottle depths and values in full hydrographic files. Links to these referenced files can be found in the README documentation."
PacMARS,255.068,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2002),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July 2002. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrite+Nitrate, Ammonium) and delta-O18 (stable oxygen isotope) values.See readme file for additional parameters and data descriptors."
PacMARS,255.069,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2003),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July 2003. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrite+Nitrate, Ammonium) and delta-O18 (stable oxygen isotope) values. See readme file for additional parameters and data descriptors."
PacMARS,255.070,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2004),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July 2004. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrite+Nitrate, Ammonium) and delta-O18 (stable oxygen isotope) values. See readme file for additional parameters and data descriptors."
PacMARS,255.071,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2005),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July 2005. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrite+Nitrate, Ammonium) and delta-O18 (stable oxygen isotope) values. See readme file for additional parameters and data descriptors."
PacMARS,255.072,PacMARS Sediment Community Oxygen Uptake (1984-2012),"This dataset contains Sediment Community Oxygen Consumption (SCOC) experiments of which, a single or multi (4-barrel) Haps corer (each core = 0.0133 m2) was used to collect sediment cores to measure SCOC. Note that some of these data are available in composite with other environmental parameters at the other data archives. Links to these archives can be found in the README documentation."
PacMARS,255.073,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2006),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July 2006. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrite+Nitrate, Ammonium) and delta-O18 (stable oxygen isotope) values. See readme file for additional parameters and data descriptors."
PacMARS,255.074,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2007),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July 2007. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrite+Nitrate, Ammonium) and delta-O18 (stable oxygen isotope) values. See readme file for additional parameters and data descriptors."
PacMARS,255.075,PacMARS Sediment Chlorophyll-a (1995-2012),"This dataset contains summary measurements of surface sediment collected at each station identified by Station Number (#), Station name (Stn. Name), Date (mm/dd/yy), latitude (deg N), longitude (deg W), and station depth (m). Surface sediment chlorophyll (chl a) content is scaled up to mg Chl a/m2. Note that some of these data are available in combination with other environmental parameters at the following data archives. Links to these archives can be found in the README documentation."
PacMARS,255.076,PacMARS Benthic Infaunal Parameters (1970-2012),"This dataset contains summary measurements of average benthic macroinfaunal taxa to the family level collected at each station for the identified cruise, with parameters of station, abundance, wet weight biomass (gww/m2), carbon dry weight biomass (gC/m2), number of taxa, Shannon-Weaner diversity and evenness indices, and number of grabs collected/station."
PacMARS,255.077,Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2008),"This dataset includes measurements of water samples collected at hydrographic stations from the annual Canadian Coast Guard Service Sir Wilfrid Laurier cruise during July 2008. Data includes by column, Cruise #, Event #, Station Number (#), Station Name (Stn. Name), Station Water Depth (m), Date (yy/mm/dd), time (hh:mm), latitude (N), and longitude (W), nominal depth (w), Rosette Bottle #, Sample Number, bottle trip location, raw CTD data (pressure, temperature (C), Salinity, dissolved Oxygen concentration, Chlorophyll a concentration, nutrients (Phosphate, Silica, Nitrite+Nitrate, Ammonium) and delta-O18 (stable oxygen isotope) values.See readme file for additional parameters and data descriptors."
